rownumber,customerid,surname,creditscore,geography,gender,age,tenure,balance,numofproducts,hascrcard,isactivemember,estimatedsalary,exited
7796,15604497,Beale,458,Germany,Male,44,7,84386.57,1,t,f,178642.73,f
7797,15773949,Cherkasova,692,France,Female,36,3,0,2,t,t,8282.22,f
7798,15774164,Coles,502,Germany,Male,33,5,174673.65,2,t,f,33300.56,f
7799,15774127,Potter,518,France,Male,46,3,0,2,t,f,76515.79,f
7800,15619016,McMinn,660,Germany,Male,46,5,109019.65,2,t,t,33680.56,f
7801,15795759,Bergamaschi,698,Germany,Female,52,1,107906.75,1,t,f,168886.39,t
7802,15798844,Chijindum,678,France,Male,54,7,128914.97,1,f,f,191746.23,t
7803,15717962,Ch'iu,773,Spain,Male,63,9,111179.83,1,t,t,93091.02,f
7804,15691504,Yusupova,619,Germany,Female,52,8,124099.13,1,f,f,23904.52,f
7805,15693893,Davis,684,Germany,Male,59,9,122471.09,1,f,t,15807.07,f
7806,15672499,Iadanza,635,France,Male,34,3,134692.4,2,t,t,83773.02,f
7807,15750410,Jordan,680,France,Female,25,4,123816.5,1,t,t,90162.35,f
7808,15568904,Kruglova,608,Germany,Male,34,3,106288.54,1,t,t,36639.25,f
7809,15649033,Echezonachukwu,603,Germany,Female,55,7,127723.25,2,t,f,139469.11,t
7810,15780989,Hajek,579,Spain,Male,43,2,145843.82,1,t,t,198402.37,t
7811,15771059,Welch,756,Germany,Female,34,2,148200.72,1,f,f,194584.48,f
7812,15687852,Vinogradoff,611,France,Male,30,2,104145.65,1,f,f,159629.64,f
7813,15695280,Hung,532,Germany,Male,24,8,142755.25,1,f,f,34231.48,f
7814,15592751,Okwudiliolisa,684,Germany,Female,63,3,81245.79,1,t,f,69643.31,t
7815,15598338,Mays,647,Germany,Female,33,3,168560.46,2,f,f,90270.16,f
7816,15735784,Gardner,583,France,Male,38,8,0,1,t,f,47848.56,f
7817,15629128,Mamelu,774,Germany,Male,42,2,132193.94,2,t,t,162865.52,f
7818,15642870,Ross,677,France,Male,58,9,0,1,f,t,168650.4,f
7819,15637977,Barese,542,Germany,Male,25,8,139330.1,1,f,f,54372.37,f
7820,15600792,Swayne,613,Spain,Male,29,0,0,2,f,t,133897.32,f
7821,15576131,Phillips,666,France,Male,40,5,0,2,t,f,147878.05,f
7822,15686588,Manfrin,777,France,Female,28,2,134571.5,1,f,t,118313.38,f
7823,15761018,Tan,581,Germany,Male,50,2,143829.2,2,t,f,181224.24,t
7824,15616029,Adams,705,France,Male,32,7,0,2,t,f,7921.57,f
7825,15761149,Teng,673,France,Female,44,8,133444.97,1,f,t,5708.19,f
7826,15802758,Chinwendu,594,Germany,Female,23,4,104753.84,2,t,f,56756.52,t
7827,15647838,Davison,648,Germany,Female,51,2,116574.84,1,t,f,4121.04,t
7828,15735968,Hsing,605,France,Male,41,10,0,2,f,t,97213.09,f
7829,15581286,Castro,734,France,Female,40,9,176914.8,1,t,t,12799.23,f
7830,15625445,Parkin,572,France,Female,36,8,68348.18,2,f,t,50400.32,f
7831,15600173,Manna,595,France,Female,33,9,0,2,t,t,41447.86,f
7832,15635143,Fennescey,749,France,Male,42,2,56726.83,2,f,t,185543.35,f
7833,15664849,Colon,573,Spain,Male,46,3,65269.23,1,f,t,189988.65,t
7834,15762455,Yeh,624,Spain,Male,33,6,66220.17,1,f,t,170819.01,f
7835,15797165,Bergamaschi,703,France,Male,56,9,0,1,f,f,85547.33,t
7836,15788189,Matveyeva,665,France,Female,41,8,96147.55,1,t,f,137037.97,f
7837,15780492,Ignatyeva,648,France,Male,42,4,0,2,t,f,19283.14,f
7838,15678497,Lederer,850,Spain,Male,48,2,0,1,t,f,169425.3,t
7839,15588560,Nwabugwu,569,Germany,Female,32,8,145330.43,1,t,t,132038.65,f
7840,15606003,Abramowitz,566,France,Female,21,3,0,2,t,t,3626.47,f
7841,15611756,Chapman,537,Germany,Female,47,4,124192.28,2,t,t,50881.51,f
7842,15789563,Fiorentino,706,Germany,Female,46,7,111288.18,1,t,t,149170.25,t
7843,15702416,Cecil,734,France,Male,43,7,107805.67,1,f,f,182505.68,f
7844,15766288,Ikechukwu,586,Germany,Female,36,5,103700.69,1,t,f,194072.56,t
7845,15667633,Allen,612,France,Female,38,1,0,2,t,t,9209.21,f
7846,15622774,Kao,648,France,Male,34,0,0,1,t,t,167931.81,f
7847,15755416,Hart,557,France,Female,27,3,87739.08,1,t,t,123096.56,f
7848,15769915,Charlton,643,Spain,Female,20,0,133313.34,1,t,t,3965.69,f
7849,15643908,Turnbull,433,France,Female,49,10,0,1,t,t,87711.61,f
7850,15627395,Manners,643,Germany,Male,41,7,154902.66,1,t,t,49667.28,f
7851,15679663,Chiazagomekpere,488,France,Female,36,0,0,2,t,f,136675.22,f
7852,15651581,Lavrentyev,758,Germany,Male,68,6,112595.85,1,t,f,35865.44,t
7853,15596379,Wallace,743,Germany,Male,39,3,119695.75,1,f,t,26136.13,f
7854,15746674,Miller,730,France,Female,47,7,0,1,t,f,33373.26,t
7855,15801256,Bazhenov,746,Spain,Male,49,7,0,2,f,t,10096.25,f
7856,15663808,Ifesinachi,666,Germany,Female,59,8,152614.51,2,t,t,188782.3,f
7857,15598521,Ma,580,Germany,Female,33,7,131647.01,2,f,f,79775.19,f
7858,15621457,Chu,850,France,Male,27,6,96654.72,2,f,f,152740.16,f
7859,15764726,Kerr,563,France,Male,22,3,137583.04,1,f,t,5791.85,f
7860,15646374,Wynne,766,Germany,Female,28,3,62717.84,2,t,t,13182.43,f
7861,15716501,Moon,659,France,Male,32,9,95377.13,1,f,t,187551.24,f
7862,15589948,Disher,607,Spain,Male,28,1,135936.1,2,t,t,110560.14,f
7863,15811343,Cattaneo,644,Germany,Male,35,5,161591.11,3,t,t,63795.62,f
7864,15659677,Beluchi,746,France,Male,47,8,142382.03,1,t,t,62086.62,f
7865,15594436,Mazzi,588,Spain,Male,33,2,0,2,t,t,12483.56,f
7866,15748995,Ifeajuna,691,Spain,Male,30,9,0,2,f,t,10963.04,f
7867,15677062,Howe,666,France,Female,38,6,127043.09,1,t,t,8247,f
7868,15697201,Yocum,640,Spain,Female,46,3,0,1,t,t,156260.08,f
7869,15666453,Moore,611,Germany,Female,29,4,78885.88,2,t,t,26927.69,f
7870,15693771,Y?an,651,Spain,Female,45,8,95922.9,1,t,f,84782.42,t
7871,15569867,Chinweuba,529,France,Female,29,8,0,2,t,f,19842.11,f
7872,15711602,Lowrie,676,France,Female,36,3,91711.59,1,t,t,95393.43,f
7873,15717736,Shen,639,Germany,Female,46,10,110031.09,2,t,t,133995.59,f
7874,15750441,Lavarack,782,France,Male,36,5,81210.72,2,f,t,108003.38,f
7875,15732791,Davide,641,Germany,Male,32,5,122947.92,1,t,t,99154.86,f
7876,15775104,Gomes,697,France,Female,38,1,182065.85,1,t,f,49503.5,f
7877,15757607,Matveyeva,623,France,Male,45,0,0,1,t,f,196533.72,t
7878,15793070,Fiorentino,494,Spain,Female,41,2,69974.66,2,t,f,188426.13,t
7879,15760456,Eberechukwu,731,France,Female,38,10,123711.73,2,t,f,171340.68,t
7880,15665385,Gibney,657,France,Male,44,6,76495.04,1,t,f,79071.89,f
7881,15612418,Virgo,744,France,Female,38,9,0,2,f,f,20940.76,f
7882,15727138,Kulikova,774,Spain,Male,46,9,0,2,t,t,34774.26,f
7883,15732061,Liu,850,Germany,Female,45,1,121874.89,1,f,f,6865.41,t
7884,15776051,Kao,551,France,Female,45,6,0,2,t,t,51143.43,f
7885,15616530,Foran,638,France,Male,36,6,188455.19,1,f,f,47031.4,t
7886,15632344,Jones,792,France,Female,42,0,99045.93,2,t,f,47160.01,f
7887,15744979,Fowler,666,France,Female,36,8,0,1,f,t,158666.99,f
7888,15745433,Conti,716,Germany,Female,30,2,205770.78,2,f,f,65464.66,f
7889,15683657,Stephenson,594,France,Female,31,0,79340.95,1,t,f,78255.86,f
7890,15718572,Willis,600,Germany,Male,57,9,138456.03,2,t,t,103548.25,f
7891,15665783,Ts'ui,565,France,Male,49,7,0,2,t,t,89609.26,f
7892,15652782,Chibuzo,678,Germany,Male,48,2,101099.9,2,f,t,193476.04,f
7893,15707025,Fang,648,Spain,Female,31,5,0,2,t,t,5199.02,f
7894,15647807,Wyckoff,642,France,Male,40,8,109219.83,1,t,f,52827.51,f
7895,15718281,Muir,706,Germany,Male,67,1,123276.69,2,t,t,86507.88,t
7896,15660571,Halpern,668,Spain,Male,43,10,113034.31,1,t,t,100423.88,f
7897,15727857,Flynn,635,Spain,Male,41,1,0,2,t,f,175611.5,f
7898,15639252,Shao,603,Spain,Male,30,6,129548.5,2,t,t,19282.85,f
7899,15628144,Soares,635,France,Female,72,4,74812.84,1,f,t,27448.33,f
7900,15683560,Gallo,642,France,Female,40,7,0,2,t,f,183963.34,f
7901,15653275,Lei,785,Spain,Female,54,1,0,2,t,f,45113.92,t
7902,15622182,Daniels,628,Germany,Female,28,3,153538.13,2,t,f,110776.01,f
7903,15613962,Kenechi,499,France,Female,38,9,0,2,f,t,183042.2,f
7904,15618437,Singleton,567,Spain,Male,34,10,0,2,f,t,161571.79,f
7905,15783338,Williams,449,Spain,Male,32,0,155619.36,1,t,t,166692.03,f
7906,15764491,Greece,701,Spain,Male,35,10,159693.9,2,t,t,71173.64,f
7907,15712960,Olisanugo,613,Spain,Male,37,3,171653.17,1,f,t,5353.12,f
7908,15688157,Padovano,683,Germany,Female,39,2,47685.47,2,t,t,86019.48,f
7909,15579287,Rossi,581,France,Male,35,4,0,2,f,t,86383.82,f
7910,15570931,Grant,620,France,Male,61,5,0,1,f,f,31641.52,t
7911,15615177,Ebelegbulam,561,Spain,Male,28,6,123692,1,t,t,70548.96,f
7912,15809906,Mitchell,558,Germany,Male,26,1,148853.29,2,t,t,24411.02,f
7913,15652169,Buckley,642,France,Male,35,2,133161.95,1,f,t,122254.86,f
7914,15649450,Repina,805,Germany,Male,24,6,143221.35,2,t,f,186035.72,f
7915,15777179,Ellis,687,France,Male,35,9,0,2,f,t,73133.82,f
7916,15803538,Douglas,695,Spain,Male,56,1,0,3,t,f,187734.49,t
7917,15610936,Becher,562,France,Male,33,6,0,2,t,f,111590.35,f
7918,15590094,Nwachukwu,613,Germany,Male,38,9,126265.88,2,f,f,15859.95,f
7919,15572706,Smith,589,France,Male,37,5,0,1,t,f,61324.87,f
7920,15634564,Aksyonov,593,Spain,Male,31,8,112713.34,1,t,t,176868.89,f
7921,15684296,Artyomova,714,France,Male,34,5,141173.03,1,f,t,98896.06,f
7922,15702293,Medvedeva,588,Spain,Female,35,7,0,2,t,t,108739.15,f
7923,15642099,Tsui,679,Spain,Male,39,6,0,2,t,f,12266.06,f
7924,15773273,Runyon,730,Spain,Male,38,5,118866.36,1,t,t,163317.5,f
7925,15613337,Gallo,833,France,Male,47,2,0,2,t,t,182247.77,f
7926,15800482,Bradshaw,586,Spain,Female,33,7,0,2,t,t,168261.4,f
7927,15732644,Evans,567,Spain,Female,54,5,92316.31,2,t,f,158590.66,t
7928,15713426,Hancock,637,Germany,Male,30,1,122185.53,1,t,f,102566.46,t
7929,15640789,Butler,711,France,Male,38,4,123345.85,1,t,f,141827.83,f
7930,15598892,Bradshaw,828,France,Male,30,4,73070.18,2,f,f,161671.15,f
7931,15606436,Bergamaschi,500,Spain,Male,38,7,0,2,f,f,192013.23,f
7932,15751227,Ebelegbulam,807,France,Male,47,1,95120.59,1,f,f,127875.1,f
7933,15812365,Greco,850,France,Male,40,8,102800.65,1,t,f,60811.56,f
7934,15616088,Lucas,782,France,Female,70,7,97072.42,1,f,t,131177.22,f
7935,15803886,Barber,629,Spain,Male,31,6,132876.55,1,t,t,130862.11,f
7936,15587311,Dobbs,582,Spain,Male,33,6,0,2,f,t,72970.93,f
7937,15617401,Thomson,468,France,Male,22,2,0,2,t,f,28123.99,f
7938,15775886,Su,670,France,Male,36,3,0,1,t,f,140754.19,t
7939,15807305,Watkins,805,France,Male,39,2,0,1,f,f,166650.32,f
7940,15761717,Ch'ien,720,France,Male,26,10,51962.91,2,t,f,45507.24,f
7941,15628008,Monds,781,Spain,Female,29,6,98759.89,1,f,f,112202.64,f
7942,15583755,McClemans,592,Germany,Male,33,2,156570.86,1,t,t,37140.2,f
7943,15661409,Shen,542,France,Female,42,1,0,1,t,t,178256.58,t
7944,15774250,Gallo,532,France,Male,42,1,159024.71,1,t,f,100982.93,t
7945,15681476,Foveaux,520,France,Female,39,1,73493.17,1,f,t,109626.13,t
7946,15654870,Longo,759,France,Female,45,8,0,2,t,t,99251.24,f
7947,15790448,Calabresi,473,France,Female,35,6,69617.36,1,t,f,143345.69,f
7948,15785326,Randall,639,Spain,Female,35,5,136526.26,2,t,f,59653.03,f
7949,15592854,Garcia,705,France,Male,25,3,113736.27,1,f,t,196864.61,f
7950,15617486,Sullivan,530,France,Male,52,1,106723.28,1,f,f,109960.4,t
7951,15806796,Higgins,516,Germany,Female,33,10,138847.9,1,t,t,127256.7,f
7952,15644699,Crawford,850,France,Female,40,0,0,2,t,f,1099.95,f
7953,15622305,Martin,746,Germany,Female,33,2,107868.14,2,t,t,146192.4,f
7954,15608209,Currey,622,Germany,Male,33,3,96926.12,2,t,f,48553.77,f
7955,15626898,Teng,743,France,Male,30,7,77599.23,1,f,f,144407.1,f
7956,15644297,Austin,732,Germany,Male,38,5,178787.54,1,t,t,195760.53,f
7957,15731569,Hudson,850,France,Male,81,5,0,2,t,t,44827.47,f
7958,15582149,Ts'ui,850,Germany,Female,34,3,129668.43,2,t,t,88743.99,f
7959,15802483,Hancock,686,France,Male,34,6,146178.13,2,t,t,88837.11,f
7960,15686999,Nicholas,556,France,Female,40,8,0,2,t,f,62112.7,f
7961,15772479,Napolitano,673,France,Male,37,4,0,2,f,f,163563.07,f
7962,15778884,Jamieson,809,France,Female,38,2,154763.21,2,t,t,174800.31,f
7963,15623630,Foster,634,Germany,Female,56,3,116251.24,1,f,t,42429.88,t
7964,15774316,Moretti,630,France,Male,37,6,0,2,t,t,82647.65,f
7965,15695097,Chiedozie,564,Germany,Female,30,0,100954.88,2,f,f,134175.15,f
7966,15645404,Okwukwe,625,France,Female,51,4,124620.01,2,t,f,92243.94,t
7967,15750574,Lumholtz,677,Spain,Female,34,4,0,2,t,t,6175.53,f
7968,15636812,Rose,583,France,Male,40,9,112701.04,1,f,f,29213.63,f
7969,15712068,Wan,592,Spain,Male,45,8,84692.5,1,f,t,67214.02,f
7970,15652030,De Bernales,637,Germany,Male,49,2,108204.52,1,t,f,169037.84,t
7971,15577398,Ch'eng,850,France,Male,30,6,86449.39,1,t,t,188809.23,f
7972,15756848,Edmondson,633,Spain,Male,42,10,0,1,f,t,79408.17,f
7973,15806929,Ch'ien,751,Germany,Male,36,5,73194.99,1,t,t,89222.66,f
7974,15656005,Millar,592,Germany,Male,31,7,124593.23,1,t,f,86079.67,f
7975,15722632,Dickson,716,Germany,Male,50,2,119655.77,1,t,t,12944.17,t
7976,15794356,Toscani,641,Germany,Male,42,3,121765.37,2,t,t,166516.84,f
7977,15659656,Pan,849,France,Male,35,4,110837.73,1,f,f,126419.8,f
7978,15588341,Chigozie,647,Spain,Male,47,10,99835.17,1,f,t,89103.05,f
7979,15709142,Sagese,608,Germany,Female,30,2,91057.37,2,t,f,132973.17,f
7980,15627042,Reilly,555,France,Female,26,7,0,2,t,f,93122.41,f
7981,15627517,Taylor,497,Spain,Male,27,7,149400.27,1,f,f,167522.19,f
7982,15803032,Yen,599,Germany,Male,38,9,89111.63,1,f,f,157239.6,f
7983,15665129,Kapustin,545,Germany,Male,33,1,132527.9,2,f,t,107429.71,f
7984,15628272,Singh,774,France,Female,36,9,114997.42,1,t,f,75304.09,f
7985,15678206,Yeh,464,France,Male,46,6,161798.53,1,t,f,182944.47,f
7986,15678427,Genovese,696,Germany,Female,27,2,96129.32,2,t,t,5983.7,f
7987,15678067,Boyle,667,Spain,Male,45,3,0,2,f,f,163655.01,f
7988,15793331,Blair,812,France,Male,32,5,133050.97,2,t,f,89385.92,f
7989,15699532,Okagbue,516,France,Male,51,8,120124.35,2,f,t,168773.54,f
7990,15605827,Khan,645,France,Male,39,8,0,2,f,f,96864.36,f
7991,15643635,Robertson,664,Spain,Male,32,5,133705.74,1,f,f,134455.84,f
7992,15787710,Tikhonov,427,Spain,Female,39,9,0,2,t,f,28368.37,f
7993,15614137,MacDonald,685,France,Female,40,7,0,2,t,f,103898.59,f
7994,15754494,Ah Mouy,585,France,Female,33,4,152805.05,1,t,f,63239.65,f
7995,15713440,Barese,519,Germany,Female,21,1,151701.45,3,t,t,170138.68,t
7996,15803479,Winter-Irving,708,France,Female,67,1,0,2,f,t,3837.08,f
7997,15709639,Wilson,717,France,Female,22,5,112465.06,1,t,t,92977.75,f
7998,15601719,Fiorentino,465,Germany,Male,24,6,156007.09,1,t,f,191368.37,f
7999,15772482,Iloerika,829,Germany,Male,28,3,132405.52,3,t,f,104889.2,t
8000,15591489,Davison,826,France,Male,26,5,142662.68,1,f,f,60285.3,f
8001,15629002,Hamilton,747,Germany,Male,36,8,102603.3,2,t,t,180693.61,f
8002,15798053,Nnachetam,707,Spain,Male,32,9,0,2,t,f,126475.79,f
8003,15753895,Blue,590,Spain,Male,37,1,0,2,f,f,133535.99,f
8004,15595426,Madukwe,603,Spain,Male,57,6,105000.85,2,t,t,87412.24,t
8005,15645815,Mills,615,France,Male,45,5,0,2,t,t,164886.64,f
8006,15632848,Ferrari,634,France,Female,36,1,69518.95,1,t,f,116238.39,f
8007,15703068,Nixon,716,Germany,Male,41,8,126145.54,2,t,t,138051.19,f
8008,15791513,Manfrin,647,France,Male,41,4,138937.35,1,t,t,101617.64,t
8009,15587210,McCartney,591,Germany,Female,44,10,113581.98,1,t,f,1985.41,f
8010,15793803,Robinson,574,France,Male,34,1,112572.39,1,f,f,165626.6,f
8011,15787756,Nkemdirim,467,Germany,Male,51,10,114514.71,2,t,f,177784.68,t
8012,15723437,Sal,701,France,Female,35,2,0,2,t,t,65765.22,f
8013,15702715,Kao,747,France,Female,34,10,0,2,t,t,50759.8,f
8014,15809872,Ikechukwu,650,France,Male,32,2,84906.45,1,t,f,163216.48,f
8015,15644295,Hargreaves,731,Spain,Female,39,2,126816.18,1,t,t,74850.93,f
8016,15778694,Sievier,638,Germany,Female,26,1,105249.76,2,t,t,23491.09,f
8017,15759555,Murphy,569,Spain,Male,41,2,0,2,t,f,134272.57,f
8018,15631406,Munro,459,Germany,Male,50,5,109387.9,1,t,f,155721.15,f
8019,15616676,Donnelly,632,Germany,Male,23,3,122478.51,1,t,f,147230.77,t
8020,15771154,North,683,France,Female,73,8,137732.23,2,t,t,133210.44,f
8021,15669491,Cruz,850,France,Female,46,2,157866.77,1,t,t,18986.12,f
8022,15697691,Sinclair,512,France,Female,41,6,0,1,t,t,100507.81,f
8023,15665180,Vasiliev,616,France,Female,31,3,136789.14,1,t,f,59346.4,t
8024,15752588,Vasilyeva,664,France,Male,36,1,0,2,t,t,95372.64,f
8025,15743051,Hamilton,694,France,Male,30,10,144684.03,1,t,t,31805.49,f
8026,15571873,Sung,655,France,Male,24,9,107065.31,1,t,t,51959.82,f
8027,15679743,Genovesi,607,France,Female,33,8,91301.72,1,f,t,130824.57,f
8028,15769412,Atkinson,684,Spain,Male,39,4,207034.96,2,f,f,157694.76,t
8029,15775124,Watterston,763,Spain,Male,37,8,0,2,t,t,933.38,f
8030,15732113,Butters,671,Spain,Male,50,8,0,1,f,t,2560.11,f
8031,15578141,Chien,592,Spain,Male,38,3,0,1,t,t,12905.89,t
8032,15595874,Gorbunova,666,Spain,Female,36,6,0,2,t,f,176692.87,f
8033,15755642,Bulgakov,667,France,Male,34,5,0,2,t,t,102908.63,f
8034,15576526,Steele,850,Spain,Male,36,6,0,2,f,t,41291.05,f
8035,15792489,Polyakova,622,Spain,Male,42,9,0,2,t,f,119127.06,f
8036,15733705,Bull,577,France,Female,30,8,92472.1,2,f,t,126434.61,f
8037,15807221,Weaver,555,Spain,Male,21,1,0,2,f,f,103901.35,f
8038,15573045,Earl,547,France,Male,62,10,127738.75,2,t,t,85153,f
8039,15756824,Giordano,613,Germany,Female,50,5,101242.98,2,t,f,12493.61,f
8040,15773520,Begg,672,France,Female,43,4,92599.55,2,t,t,167336.78,f
8041,15627439,Pickering,624,Spain,Female,36,10,0,2,f,t,186180.42,f
8042,15701439,Fanucci,698,Spain,Female,50,1,0,4,t,f,88566.9,t
8043,15785352,Chang,606,France,Male,37,6,82373.94,1,f,f,172526.9,t
8044,15616525,Sopuluchi,720,Spain,Male,31,4,141356.47,1,f,f,137985.69,f
8045,15717489,Martin,835,France,Male,23,9,0,1,t,f,19793.73,t
8046,15795737,McNaughtan,771,Spain,Female,47,3,72664,2,t,t,107874.39,f
8047,15693877,Stewart,811,France,Female,47,3,123365.34,2,f,f,171995.34,f
8048,15576111,Reagan,734,Germany,Male,33,5,121898.58,1,t,f,61829.89,f
8049,15595713,Heller,548,Spain,Male,33,6,0,1,t,t,31728.35,f
8050,15808868,Nwokeocha,652,France,Female,31,3,103696.97,3,f,f,155221.05,t
8051,15708193,Liu,707,France,Male,33,2,0,2,f,f,130866.95,f
8052,15697801,Sokolova,605,Germany,Female,56,1,74129.18,2,t,t,62199.78,t
8053,15770121,Bancroft,623,France,Female,34,9,0,1,t,f,24255.21,f
8054,15800524,Nnanna,686,Germany,Male,29,3,185379.02,1,t,f,64679.07,f
8055,15686236,Trevisani,525,Germany,Female,47,1,118087.68,1,t,f,88120.78,t
8056,15659807,Nwachinemelu,657,Spain,Male,41,8,109402.13,1,t,t,66463.62,f
8057,15736078,Ting,730,Germany,Female,33,7,130367.87,1,t,f,15142.1,t
8058,15620836,Lo Duca,816,Germany,Female,34,2,108410.87,2,t,f,102908.91,f
8059,15698184,Marshall,484,France,Female,50,2,90408.16,2,f,f,48170.57,f
8060,15717643,Band,728,France,Female,34,6,90425.15,2,t,t,11597.69,f
8061,15776596,Ferri,730,Spain,Female,39,6,140094.59,1,t,f,172450.04,t
8062,15814757,Carter,477,Spain,Male,31,9,0,2,f,t,184061.17,f
8063,15812607,Wilson,663,Germany,Female,46,6,95439.4,1,t,t,21038.58,t
8064,15663888,Connor,549,Germany,Male,34,6,204017.4,2,t,f,109538.35,f
8065,15748882,Reid,714,Spain,Male,29,9,0,2,t,f,129192.55,f
8066,15690829,Sandefur,430,Germany,Male,49,3,137115.16,1,t,f,146516.86,t
8067,15695819,Bidwill,504,Germany,Male,43,5,134740.19,2,t,f,181430.91,f
8068,15696834,Cone,530,France,Female,29,5,0,2,f,f,121451.21,f
8069,15797710,Saunders,619,Germany,Male,29,4,98955.87,1,f,t,131712.51,f
8070,15700654,Liardet,617,Germany,Male,44,9,49157.09,2,t,f,53294.17,f
8071,15583764,Wilkes,791,Germany,Male,31,1,130240.33,1,f,f,96546.55,f
8072,15688849,Martin,609,France,Male,48,1,108019.27,3,t,t,184524.65,t
8073,15661473,Boni,780,Germany,Male,51,4,126725.25,1,t,f,195259.31,t
8074,15601030,Patel,777,Germany,Female,34,5,96693.66,1,t,t,172618.52,f
8075,15789557,Howell-Price,817,Germany,Female,27,7,129810.6,1,t,t,59259.44,f
8076,15745250,Simpson,850,France,Male,58,8,156652.13,1,f,f,25899.21,t
8077,15590349,Rowland,732,France,Female,36,9,0,1,f,f,3749,t
8078,15741693,Barnard,693,France,Male,40,4,130661.96,1,t,t,101918.96,f
8079,15618446,Nnonso,576,France,Female,50,8,0,2,t,t,57802.62,f
8080,15766552,Rossi,643,France,Male,37,6,0,2,f,f,142454.77,f
8081,15668775,Pendred,757,France,Male,47,3,130747.1,1,t,f,143829.54,f
8082,15757895,Martin,569,Germany,Male,30,6,106629.49,1,f,t,44114.88,f
8083,15774551,K?,772,Spain,Male,36,3,112029.83,1,t,t,186948.35,f
8084,15684011,Miller,576,Germany,Male,29,7,130575.26,1,f,t,173629.78,f
8085,15736146,Afamefula,608,Germany,Male,28,4,96679.71,1,t,t,49133.45,f
8086,15656286,Sims,794,France,Male,33,0,0,2,f,f,178122.71,f
8087,15774847,Knight,593,France,Male,50,6,171740.69,1,f,f,20893.61,f
8088,15619340,Obijiaku,597,Spain,Male,38,1,0,2,t,f,41303.29,f
8089,15815656,Hopkins,541,Germany,Female,39,9,100116.67,1,t,t,199808.1,t
8090,15623357,Onio,692,Germany,Male,24,2,120596.93,1,f,t,180490.53,f
8091,15601324,Black,697,France,Female,48,1,0,2,t,t,87400.53,f
8092,15715510,Eluemuno,768,France,Male,29,2,95984.69,2,t,t,73686.75,f
8093,15663770,Doyle,802,France,Male,38,1,142557.11,1,t,t,172497.73,f
8094,15779267,Onyemere,584,France,,47,5,0,2,t,f,89286.29,f
8095,15597957,Rahman,614,Spain,Male,66,2,0,2,f,t,180082.7,f
8096,15584620,Su,850,Germany,Female,36,6,143644.16,1,t,f,22102.25,t
8097,15750772,Walker,671,France,Female,38,6,132129.72,1,f,t,76068.95,f
8098,15706557,Ferguson,626,France,Female,52,0,0,2,t,f,32159.46,t
8099,15594391,Samaniego,770,France,Female,68,2,183555.24,1,f,f,159557.28,t
8100,15661656,Onwumelu,633,France,Male,38,2,91902.56,2,t,t,107673.35,f
8101,15631217,Young,663,France,Male,40,6,156218.19,1,f,t,33607.72,f
8102,15588955,Mazzi,581,Germany,Female,43,5,93259.57,3,t,f,141035.65,t
8103,15758252,Toscano,561,Germany,Female,45,2,168085.38,2,f,t,115719.08,f
8104,15740223,Walton,479,Germany,Male,51,1,107714.74,3,t,f,86128.21,t
8105,15805413,Chiang,769,France,Female,31,6,117852.26,2,t,f,147668.64,f
8106,15635116,Burgos,659,Spain,Male,60,2,0,1,t,f,177480.45,t
8107,15764892,Spinelli,590,Spain,Female,51,10,84474.62,2,t,t,190937.09,f
8108,15795936,Lung,560,France,Male,50,3,0,2,t,f,84531.79,f
8109,15655232,Noble,437,Germany,Male,35,6,126803.34,2,t,t,161133.4,f
8110,15640133,Pai,661,France,Female,34,0,0,2,t,f,185555.63,f
8111,15751524,Chigozie,677,Germany,Female,36,10,68806.84,1,t,f,33075.24,f
8112,15670552,Peavy,560,France,Female,31,3,115141.18,1,t,f,39806.75,f
8113,15623966,Yermakov,578,France,Female,35,2,0,2,f,t,26389.92,f
8114,15752193,Burton,421,Spain,Male,34,6,90723.36,1,t,t,12162.76,f
8115,15607269,Costa,492,Germany,Female,49,2,151249.45,2,t,t,167237.94,f
8116,15700752,Pugliesi,545,France,Female,32,6,0,2,t,t,52067.37,f
8117,15777901,Lindell,640,Germany,Female,43,9,94752.49,1,t,f,184006.36,t
8118,15639117,Sorenson,624,Spain,Female,34,6,0,1,t,f,582.59,t
8119,15720203,Arcuri,577,Spain,Male,28,7,0,1,t,f,143274.41,f
8120,15586236,Banks,704,France,Male,31,5,132084.66,3,t,t,54474.48,t
8121,15676645,Parry,523,France,Male,45,5,0,2,t,t,121428.2,f
